Customer ID,frequency,recency,T,monetary_value,CLV_BGNBD,Units Sold,Revenue,CLV_Linear,CLV_DecisionTree,CLV_XGBoost,CLV_LightGBM,CLV_CatBoost,Segment,expected_orders_90D,expected_aov,expected_revenue_90D
7664,1.0,92.0,399.0,7.92,1.4984074680900676,6,25.58,2.0271621336215855,1.3063418398998774,1.9593985,1.607143430950181,1.486539336468348,Low,0.15280867742518248,10.001921016440992,1.5283803222334849
7666,0.0,0.0,455.0,0.0,,4,20.16,-1.4985573390398725,0.6071638539809521,0.17724982,0.33282584600799714,0.3025449315223714,Low,0.10805163668686844,24.510042505126265,2.648350207943606
7670,0.0,0.0,64.0,0.0,,3,8.96,3.2034175237479037,2.820447678323929,2.8761225,3.0906893590527775,2.8405736797263055,Low,0.302560551766563,24.510042505126265,7.415771984172914
7672,2.0,120.0,376.0,11.195,3.764891261847498,14,45.07,5.376007921354805,3.764891261847498,3.7926347,3.5566283742808,3.9318948563168306,Low,0.31773109968424673,12.086398824436834,3.8402247897107022
7674,0.0,0.0,337.0,0.0,,4,3.89,-1.1074016160234184,0.6878891425254019,0.7117338,0.642232301943242,0.5911466022619454,Low,0.1340098229869541,24.510042505126265,3.284586457514692
7675,0.0,0.0,211.0,0.0,,6,14.4,1.5845691422553714,1.0625347642413732,0.87316453,1.0091712237750723,0.999436982302961,Low,0.18030496991893746,24.510042505126265,4.41928247659867
7678,0.0,0.0,579.0,0.0,,3,8.57,-4.2292105063055825,0.2280781283679771,0.28061372,0.16413473791797872,0.28300635649647,Low,0.08978444063491792,24.510042505126265,2.200620456260824
7683,2.0,524.0,669.0,12.37,3.4467637775180915,7,35.87,2.3400715893522244,3.4467637775180915,3.4351778,3.3799964474402904,3.283243737062215,Low,0.2666971262303442,13.182736392956796,3.515797911853751
7684,0.0,0.0,150.0,0.0,,4,8.48,1.9481516292104069,1.0625347642413732,1.751023,1.7872037636271483,1.6421108979763455,Low,0.21657396530504883,24.510042505126265,5.308237095130488
7685,4.0,291.0,350.0,11.0475,9.096752905869517,21,51.269999999999996,8.58723917798001,9.096752905869517,9.101749,9.222237065822208,9.062979068069495,Medium,0.8058899591728257,11.513743477866939,9.278810261304574
